Timestep,A0A1,A0B0,A1A0,A1A2,A1B1,A2A1,A2A3,A2B2,A3A2,A3A4,A3B3,A4A3,A4B4,B0A0,B0B1,B0C0,B1A1,B1B0,B1B2,B1C1,B2A2,B2B1,B2B3,B2C2,B3A3,B3B2,B3B4,B3C3,B4A4,B4B3,B4C4,C0B0,C0C1,C0D0,C1B1,C1C0,C1C2,C1D1,C2B2,C2C1,C2C3,C2D2,C3B3,C3C2,C3C4,C3D3,C4B4,C4C3,C4D4,D0C0,D0D1,D0E0,D1C1,D1D0,D1D2,D1E1,D2C2,D2D1,D2D3,D2E2,D3C3,D3D2,D3D4,D3E3,D4C4,D4D3,D4E4,E0D0,E0E1,E1D1,E1E0,E1E2,E2D2,E2E1,E2E3,E3D3,E3E2,E3E4,E4D4,E4E3
1040.00,0,0,0,0,7.6,34.589999999999996,6.0,0.0,48.699999999999996,0,0,6.0,0,0,0,42.73,81.01,0,18.02,141.02,0,6.0,13.51,0,0,66.15,51.01,51.08,0,0,6.0,0,0,6.0,0.0,0,21.02,111.02,102.02,12.0,6.0,0.0,88.52,19.5,0,51.01,25.5,0.0,0,0,6.0,0,0,0.0,66.1,0.0,102.03999999999999,6.03,13.52,0.0,0.0,6.0,0,0.0,41.12,0,0,0,12.0,0,0,6.0,0,0,6.0,0,6.0,0,12.01,0
1060.00,13.51,19.57,0,19.5,0,102.01,63.01,0,137.14999999999998,0,0,40.5,19.509999999999998,0,18.0,57.68,0,0,70.5,97.64,0,28.54,43.51,15.09,0,115.51,0,0,0,33.01,51.02,21.0,33.0,19.5,7.66,0,123.04999999999998,97.65,60.1,85.52,40.5,0.0,97.66,33.0,0,0,48.0,48.0,0,19.5,48.019999999999996,0,0,0,115.51,0,0,34.51,57.01,0,0.0,48.01,0,0,122.13,40.5,0,40.59,25.5,0,0,19.5,0,0,13.5,0,40.5,0,33.0,0.0
1080.00,13.5,28.5,0,21.0,0,123.01,93.00999999999999,0,144.63,0,0,55.5,43.51,0,34.5,72.69,5.34,0,93.00999999999999,45.2,6.08,42.01,138.04,0.0,0,123.01,0,6.04,0,70.5,102.02000000000001,43.51,70.52,40.519999999999996,6.0,0,138.01999999999998,82.67,75.11,123.03,48.0,0.0,0.0,63.0,6.07,0,78.07,100.50999999999999,21.01,36.01,63.0,0,6.04,0.0,130.51,0,0.0,100.53,58.51,0,0,85.53,0,0,146.14000000000001,70.5,0,78.00999999999999,63.010000000000005,0.0,0,28.55,0,0,21.0,6.04,49.51,0,63.0,21.0
1100.00,0,0,0,0,12.0,0,0,6.0,90.19,0,13.5,0,0,0,0,75.19,47.35,19.57,0.0,130.6,55.52,0,0,85.50999999999999,6.0,67.61,25.5,63.0,0,30.1,0,0,15.09,0,63.01,6.0,7.63,111.07,122.5,22.61,15.09,70.5,72.01,0,25.5,63.01,29.08,0,0,0,15.09,0,55.51,6.0,75.22,12.01,55.5,0.0,60.1,33.0,12.0,0,40.5,49.519999999999996,82.66,0,0,0,5.1,12.0,0,21.57,13.54,0,0,27.0,0,0,0,0
1120.00,0,0,0,0,19.5,0.0,0,6.0,112.66,0,13.5,0,0,0,0,5.1,69.85,40.5,15.09,295.55,70.50999999999999,0,0,115.53,18.009999999999998,82.6,40.5,63.0,0,0,0,0,0,0,78.00999999999999,12.0,7.6,111.02,167.51999999999998,0,0,78.02,72.01,0,33.0,93.01,0.0,0,0,0,0,0,100.52000000000001,13.51,52.66,18.0,63.0,0,0,48.0,19.5,0,48.0,64.50999999999999,0.0,0,0,0,0,33.0,0,0,13.5,0,0,27.0,0,0,0,0
1140.00,0,6.0,0,12.0,15.09,63.01,6.0,0,100.53,0,0,0,12.0,0,33.04,48.61,0,0,40.5,148.52,0,19.5,40.510000000000005,22.59,0,108.09,0,0,0,19.5,55.01,6.0,19.5,18.0,15.09,0,78.0,118.47,15.15,25.5,27.0,0,52.65,25.5,0,0,49.51,48.019999999999996,0,19.5,63.019999999999996,0,0,0,85.54,0,7.59,34.5,70.50999999999999,0,0,63.01,0,0,108.11,27.01,0,21.0,6.0,0,0,13.51,0,0,0,15.09,0,0,12.05,6.0
1160.00,19.5,18.0,0,42.01,0,78.00999999999999,12.0,0,115.55,0,0,0,40.5,0,85.53,56.11,0,0,55.5,0.0,0,48.0,78.00999999999999,0,0,145.51,0,30.1,0,40.519999999999996,77.50999999999999,25.54,78.08,55.53,7.59,0,93.00999999999999,112.61,37.6,55.51,49.51,0,82.62,25.5,0,0,57.01,123.03,0.0,40.5,115.53,0,0,0,108.01,0,0,48.0,93.00999999999999,0,0,55.5,0,0,153.01999999999998,40.5,0,33.0,12.0,0,0,48.01,0,6.0,19.509999999999998,0.0,6.0,0,25.5,27.01
1180.00,0,7.59,0,0,6.0,20.13,0,6.0,103.52,0,18.0,0,0,0,30.339999999999996,30.12,27.01,13.5,7.59,70.69,6.0,22.6,15.1,6.0,0,103.51,19.5,55.51,0,7.6,0,0,0,37.74,55.5,6.0,30.2,85.21000000000001,85.6,7.59,15.09,63.02000000000001,55.51,0,0,63.07,29.13,0,0,0,0.0,0,19.5,33.03,88.51,6.0,18.0,0,22.6,19.5,40.5,7.59,13.5,12.0,126.02,0,0,0,0,12.0,0,29.12,18.0,0,22.64,11.379999999999999,0,0,0,0
1200.00,0,0,0,0,18.0,0,0,12.0,0.0,0,78.00999999999999,0,0,0,0,0.0,40.51,33.0,0,123.04,34.5,0,0,18.0,6.0,120.12,27.0,78.00999999999999,0,0,0,0,0,65.12,70.5,40.5,0,137.68,130.52,0,0,70.5,85.50999999999999,15.09,12.0,108.05,0,0,0,0,0,0,55.5,55.519999999999996,90.1,6.0,40.54,0,0,48.0,55.5,0.0,27.0,33.0,0.0,0,0,0,0,19.5,0,57.71,18.0,0,0,11.379999999999999,0,0,0,0
1220.00,0,6.0,0,0.0,0,6.0,0,7.61,28.56,0,51.01,0,0,0,6.0,27.03,0.0,0,25.52,81.01,51.01,12.02,19.509999999999998,0,0,33.05,0.0,0.0,0,0,19.5,0.0,6.0,25.52,0.0,0,33.04,139.20000000000002,139.52,12.01,12.01,0.0,58.51,27.02,0,73.62,27.09,19.57,6.0,0.0,6.0,0,7.67,58.52,72.16,0,0.0,19.5,6.0,0,7.61,18.619999999999997,0.0,0,51.14,27.03,0,0,0,0,0,28.53,0,0,12.0,7.66,6.0,0,0,0
1240.00,0,13.5,0,27.0,30.13,66.01,6.0,0,64.50999999999999,0,0,0,6.0,0,25.5,40.5,0,0,48.0,82.61,0,33.0,130.61,0,0,130.54000000000002,0,0.0,0,93.00999999999999,19.5,19.5,63.05,63.019999999999996,7.59,0,85.50999999999999,0.0,82.61,33.0,115.53,0,52.6,63.0,0,7.59,55.510000000000005,78.00999999999999,12.0,40.5,85.53,0,0,0,123.01,0,0,70.5,12.0,0,45.1,54.589999999999996,0,0,93.01,63.0,0,6.0,6.0,0,0,43.51,0,19.52,12.0,0,6.0,0,18.04,0.0
1260.00,13.5,21.0,0,28.5,0.0,81.01,36.01,0,81.01,0,0,13.5,21.0,0,70.52,57.01,0.0,0,70.53999999999999,52.61,0,48.0,138.07,6.01,0,132.01999999999998,0,6.0,0,123.03,108.03,13.5,115.53,93.00999999999999,0.0,0,93.00999999999999,6.01,6.0,78.00999999999999,145.57,0.0,52.6,78.00999999999999,0,0,100.50999999999999,130.53,42.0,63.03,123.03,0,0.0,0,138.01,0.0,6.0,85.50999999999999,13.5,0,30.1,77.1,0,0.0,153.11,93.02,0,21.0,13.5,0,0,51.01,0.0,27.0,21.01,22.59,0,0,63.0,13.5
1280.00,0,0,0,0,42.0,65.21,0,0,66.6,0,33.0,0,0,0,0,75.19,27.0,12.0,0,85.51,25.5,0,15.1,85.51,6.0,0.0,19.58,63.0,0,0,0,0,7.59,0.0,78.02000000000001,42.01,0,123.05000000000001,123.01,15.09,0.0,19.5,100.51,7.6,42.01,43.51,0,15.09,0,0,0.0,0,40.5,6.0,75.16,34.5,33.0,15.09,0,21.0,70.50999999999999,0,13.5,85.55,74.11,0,0,0,0,6.0,0,51.58,34.5,0,0,21.0,0,0,0,0
1300.00,0,0,0,0,49.5,0.0,0,0,12.6,0,40.5,0,0,0,0,0.0,42.01,40.51,7.59,100.59,40.5,0,0,115.53,6.0,22.6,42.01,93.00999999999999,0,0,0,0,0,0.0,123.08000000000001,57.01,0,160.53,153.03,0,0,40.5,115.52000000000001,22.6,48.01,63.05,0,0,0,0,0,0,48.03,12.02,0,70.52,55.5,0,0,28.5,85.51,0,21.0,123.01,35.15,0,0,0,0,6.0,0,14.08,48.0,0,0,27.0,0,0,0,0
1320.00,0,0,0,6.05,22.59,66.06,17.2,0,116.25,0,0,0,0,0,40.5,55.51,0,0,78.03,45.13,0,25.509999999999998,33.0,60.2,0,100.51,0,0,0,70.52,0,12.0,48.010000000000005,70.50999999999999,0,0,108.01999999999998,15.1,30.17,27.0,6.0,0,45.1,55.5,0,0,57.02,63.010000000000005,6.0,13.5,18.0,0,0.0,0,93.00999999999999,0,22.59,40.5,27.01,0,45.12,25.5,0,0,85.54,33.0,0,0,6.0,0,0,78.03,0,0,0,15.09,6.0,0,12.0,19.57
1340.00,6.0,6.0,0,27.01,0,87.01,32.2,0,123.62,0,0,12.0,0,0,108.04999999999998,70.50999999999999,0,0,93.00999999999999,0,0,48.0,63.01,0.0,0,100.51,0,0,0,100.51999999999998,6.0,19.5,108.01999999999998,85.51,0,0,108.01999999999998,90.08,0,42.0,49.52,0,37.62,63.0,0,0,78.00999999999999,130.51999999999998,27.0,40.519999999999996,48.0,0,0,0,115.51,0,45.1,78.00999999999999,48.0,0,82.6,33.0,0,0,108.01,63.02,0,19.5,6.0,0,0,85.51,0,12.01,13.5,0,19.5,0,12.0,34.5
1360.00,0,0,0,0,6.0,30.11,0,12.0,125.12,0,0,0,0,0,30.13,22.62,42.04,18.0,30.14,19.5,19.509999999999998,0.0,15.1,34.5,12.0,22.61,18.0,40.51,0,15.1,0,0,22.61,88.51,34.510000000000005,6.01,22.61,49.52,12.0,22.6,0,48.02,28.5,15.09,28.51,55.60999999999999,88.51,22.6,0,0,0.0,0,19.5,13.5,80.95,55.52,70.50999999999999,7.59,7.59,12.0,102.13,0,6.0,19.5,103.51,0,0,0,0,0.0,0,88.51,0,0,21.58,6.0,0,0,0,0
1380.00,0,0,0,0,6.0,0,0,19.5,120.12,0,12.0,0,0,0,0,0,42.01,33.0,0,40.5,49.51,22.59,0,42.0,33.010000000000005,0.0,70.50999999999999,55.5,0,0,0,0,0,0,55.5,6.0,0,117.02,40.5,0,0,138.03,42.019999999999996,22.59,42.01,123.03,0,37.6,0,0,0,0,63.0,43.51,37.63,70.5,78.00999999999999,0,0,33.0,123.05,0,12.0,40.5,96.58,0,0,0,0,40.5,0,95.11,0,0,0,6.0,0,0,0,0
1400.00,12.0,5.84,0,6.03,0,13.51,6.0,0,62.12,0,7.6,6.0,0,0,6.0,21.0,51.01,0,25.53,7.6,58.51,28.55,25.509999999999998,0.0,0,55.53,73.52,7.64,0,18.02,0,6.03,19.5,6.0,0,0,12.0,111.02,0.0,19.5,0.0,109.46000000000001,0.0,27.01,58.51,190.54999999999998,12.01,36.02,0,13.5,0,0,0.0,66.02,25.52,0.0,7.62,0,21.03,0,111.02,12.0,0,51.01,101.13,6.03,0,6.0,0,7.63,0,57.16,0,19.52,6.0,0,0.0,0,6.0,0
1420.00,63.01,5.84,0,6.0,0,36.01,6.0,0,84.61,0,0,6.0,19.5,0,40.5,28.5,0,0,108.03,0,0,49.51,63.0,0.0,0,108.03999999999999,0,0.0,0,93.03,6.0,40.5,85.51,33.0,0,0,55.5,0.0,7.59,40.519999999999996,78.00999999999999,0,0,85.50999999999999,0,0.0,12.0,100.51999999999998,36.01,13.5,48.0,0,0,0,78.00999999999999,0,22.6,36.01,42.01,0,97.63,19.5,0,0,122.11,33.0,0,42.01,13.5,0,0,145.51999999999998,0,55.51,18.0,30.11,40.5,0,27.01,13.51
1440.00,85.50999999999999,0,0,13.52,0,51.01,36.01,0,114.62,0,0,0,63.01,0,63.0,36.01,0.0,0.0,138.03,6.02,6.0,64.50999999999999,70.50999999999999,0,0,123.03,0,0,0,123.01999999999998,0.0,49.51,123.03,36.01,0,6.03,78.00999999999999,6.05,0.0,72.00999999999999,123.01,6.0,0,100.50999999999999,0,0,13.51,115.53,58.51,34.5,115.53,0,0,0,72.00999999999999,0,0,85.52,70.50999999999999,6.01,45.12,42.0,0,0,144.62,100.51999999999998,0,78.0,21.0,0,0,183.02,0,72.00999999999999,42.010000000000005,13.55,63.01,0,43.51,42.0
1460.00,0,0,0,0,6.0,42.61,0,21.0,75.22,0,33.0,0,0,0,0,0.0,70.50999999999999,18.0,0,78.0,27.02,45.1,0,48.019999999999996,12.0,60.1,19.5,6.0,0,0.0,0,0,7.64,5.11,63.01,13.5,0,81.01,78.00999999999999,0,0,27.0,18.009999999999998,0.0,27.0,34.5,0,30.1,0,0,0,0,34.5,6.0,75.15,33.0,0,0,0,70.50999999999999,123.05,0,6.01,64.59,6.59,0,0,0,0,6.0,0,178.52,19.509999999999998,0,0,28.5,0,0,5.1,0
1480.00,0,0,0,0,18.0,0,0,21.0,22.6,0,33.0,0,0,0,0,0,78.00999999999999,33.01,0,130.53,27.0,0,0,70.50999999999999,33.01,7.59,42.01,25.5,0,0,0,0,0,0,85.50999999999999,34.5,0,94.51,85.50999999999999,0,0,40.5,63.01,30.1,48.0,70.58,0,0.0,0,0,0,0,63.01,34.5,52.6,40.5,55.55,0,0,100.51,153.01,0,63.010000000000005,109.51,96.63,0,0,0,0,6.0,0,179.19,33.0,0,0,28.5,0,0,0,0
1500.00,27.0,0,0,27.0,0,13.5,27.0,0,51.01,0,0,33.0,33.0,0,55.53,0,0,0,48.0,15.09,0,40.5,63.04,30.1,0,55.51,0,7.59,0,6.0,27.0,0,55.42,28.5,30.1,0,40.53,45.13,0,19.5,55.5,22.59,37.6,78.00999999999999,0,0.0,40.5,63.0,6.0,33.0,0,0,7.59,0,100.50999999999999,0,37.68,19.5,40.25,0,52.67,33.0,0,0.0,103.81,55.510000000000005,0,12.0,6.0,0,0,96.12,0,63.0,40.5,37.6,27.77,0,0,19.5
1520.00,63.0,0,0,40.5,0,34.5,48.0,0,64.50999999999999,0,0,55.510000000000005,63.010000000000005,0,70.5,12.0,0,0,48.0,0.0,0,55.5,108.03,0.0,0,78.00999999999999,0,0,0,55.510000000000005,40.5,19.5,123.0,28.5,0,0,40.5,60.18,0,25.5,78.0,7.59,0,85.50999999999999,0,0,55.51,115.53999999999999,19.5,55.51,25.5,0,0,0,115.50999999999999,0,0,63.01,70.51,0,127.59,40.5,0,0,117.02,145.56,0,19.5,19.5,0,0,132.01999999999998,0,85.50999999999999,48.0,52.6,27.77,0,19.5,19.5
1540.00,0,0,0,0,0,29.16,0,12.0,80.96,0,0.0,0.0,0,0,7.59,7.59,40.53,0,7.64,55.21,12.0,37.73,0.0,27.0,12.0,30.19,21.0,63.010000000000005,0,0,0,0,0,21.59,42.01,0,0.0,124.41,11.77,0,30.13,40.510000000000005,12.0,22.62,21.0,27.0,20.11,22.6,0,0,0,0,18.0,19.5,30.12,0,25.5,0,15.09,19.52,48.02,0,0.0,19.5,111.02,22.59,0,0,29.09,13.51,0,141.04,0,0.0,0.0,36.04,0,0,14.1,0
1560.00,0,0,0,0,0,0,0,33.0,0,0,6.0,0,0,0,0,0,78.00999999999999,42.0,0,85.22,33.0,0,0,63.01,12.0,60.1,21.0,85.50999999999999,0,0,0,0,0,0,78.00999999999999,28.53,0,145.48000000000002,40.269999999999996,0,0,85.5,40.5,75.1,49.51,40.51,0,0,0,0,0,0,40.510000000000005,19.5,30.12,12.0,55.5,0,0.0,40.5,115.51,0,12.0,70.52,104.09,0,0,0,0,19.5,0,51.65,6.0,0,0,51.01,0,0,0,0
1580.00,0,0,0,18.0,0,6.0,0,0,19.509999999999998,0,0,0,0,0,6.01,19.52,51.01,0,19.53,0.0,0.0,12.01,40.519999999999996,0.0,0,28.71,0,0.0,0,0.0,0,12.01,0.0,0,43.51,58.51,25.509999999999998,111.02,7.68,12.0,0.0,58.52,0.0,96.17999999999999,73.51,0,12.0,12.0,6.0,12.08,0.0,0,0,0,34.57,0,0.0,25.52,27.13,58.51,88.51,21.02,0,51.02,43.6,0.0,0,6.03,0,0,0,132.59,0,0,0,51.01,18.72,0,12.01,6.0
1600.00,6.0,6.0,0,40.510000000000005,0,6.0,13.51,0,49.51,0,0,6.0,12.0,0,33.0,33.0,0,0,48.0,0,0,55.5,93.00999999999999,0,0,85.50999999999999,0,7.59,0,48.019999999999996,6.0,19.5,78.06,6.0,0,0,63.0,90.13,22.59,12.0,42.01,0,7.59,115.51,0,22.6,42.01,33.0,27.0,40.5,63.0,0,0,0,70.50999999999999,0,0,85.50999999999999,63.01,0,97.65,85.50999999999999,0,0,109.51,63.0,0,6.0,6.0,0,0,124.55,22.6,0.0,6.0,0,62.17,0,12.0,49.51
1620.00,21.0,34.5,0,55.510000000000005,0,13.5,28.5,0.0,73.51,0,0.0,0.0,51.01,0,63.04,49.56,6.0,0,78.00999999999999,0,0,100.50999999999999,100.50999999999999,6.01,0,100.51,0.0,6.01,0,63.0,34.510000000000005,13.5,108.03,0,0.0,0,93.06,96.47,0,27.0,93.02,5.83,0.0,130.52,0,6.04,36.01,93.02000000000001,70.50999999999999,78.03,85.50999999999999,0,6.02,0,93.03999999999999,0,0.0,160.52,70.50999999999999,0.0,97.6,100.52,0,0,139.51999999999998,85.50999999999999,0,34.51,0,0,0,153.01999999999998,0,43.51,27.009999999999998,0,84.72,0,27.0,78.03999999999999
1640.00,0,0,0,0,0,0,0,12.0,74.11,0,12.0,0,0,0,0.0,7.67,6.0,12.0,0,19.5,27.0,0,0,63.0,48.0,75.13,19.5,42.01,0,0,0,0,0,0,25.5,6.0,0,145.72,48.01,0,15.09,40.33,78.00999999999999,75.2,0,100.52,20.12,0,0,0,15.09,0,40.52,21.0,67.6,19.5,33.0,0,7.6,93.00999999999999,130.54000000000002,0,19.5,28.5,0.0,0,0,0,0,0,0,82.73,6.0,0,0,0,0,0,0,0
1660.00,0,0,0,0,19.5,0,0,25.5,12.62,0,25.5,0,0,0,0,21.6,27.01,40.510000000000005,0,27.0,34.5,0,0,70.5,78.00999999999999,60.16,19.5,55.51,0,0,0,0,0,15.09,63.010000000000005,33.0,0,190.52,93.02,0,0,62.83,93.02000000000001,15.16,33.0,145.53,0,0,0,0,0,0,85.50999999999999,36.01,15.1,33.0,48.0,0,0,108.00999999999999,145.54000000000002,0,48.010000000000005,28.5,0,0,0,0,0,0,0,29.23,13.5,0,0,0,0,0,0,0
1680.00,0,6.0,0,0,15.09,19.509999999999998,33.010000000000005,7.61,92.11,0,0,0,19.5,0,33.019999999999996,49.51,0,0,6.0,15.09,0,6.0,48.01,0,0,85.57,0,0,0,40.5,55.51,6.02,25.509999999999998,40.5,0,0,25.5,163.52,22.59,33.010000000000005,48.010000000000005,0,15.11,115.55000000000001,0,0.0,27.0,33.0,0,33.0,27.0,0,15.18,0,100.54,0,52.7,70.5,27.0,0,52.67,63.03,0,0,72.02,12.02,0,18.63,12.0,0,0,78.04,0,19.5,12.01,0,43.51,0,18.0,0
1700.00,0,6.0,0,0,15.09,40.5,63.03,0,99.61,0,0,19.509999999999998,42.01,0,70.5,63.01,0,0,33.01,0,0,33.0,70.53,0,0,93.01,0,0,0,78.07,63.0,21.0,48.0,40.5,7.59,0,25.5,30.13,0,55.51,100.51999999999998,0,0,145.53,0,0,63.03,138.03,0,55.51,40.53,0,0,0,100.51,0,0,93.00999999999999,49.51,0,105.09,108.02,0,0,85.51,40.5,0,39.61,33.0,0,0,160.52,0,33.0,12.0,0,63.01,0,33.0,0.0
1720.00,0,0,0,0,42.01,0.0,0,6.0,110.12,0,6.0,14.07,0,0,22.7,29.11,33.0,19.5,0,19.5,19.52,7.59,0.0,33.03,19.5,22.6,6.0,27.03,0,15.15,0,0,7.59,12.6,40.5,13.5,0,133.65,0,15.09,7.63,33.0,40.51,30.19,6.0,40.510000000000005,0.0,15.1,0,0,15.09,0,25.5,12.0,80.98,19.57,13.5,30.11,15.09,27.0,43.52,15.1,6.02,43.55,96.01,0,0,0,14.07,0,0,141.02,13.5,0,30.15,0,0,0,12.6,0
1740.00,0,0,0,0,48.01,0,0,25.5,0.0,0,6.0,0,0,0,0,51.58,63.0,27.0,0,40.5,19.5,0.0,0,63.03,40.510000000000005,0,25.5,48.0,0,0,0,0,0,0,93.00999999999999,28.5,0,160.52,12.01,0,45.1,70.50999999999999,55.5,0.0,6.0,63.04,0,0,0,0,22.61,0,40.5,19.5,82.6,19.5,19.5,0,0,48.01,87.01,0,33.0,85.52,44.13,0,0,0,0,0,0,67.63,19.5,0,0.0,0,0,0,0,0
1760.00,0,0,0,12.0,7.68,6.0,19.5,7.65,28.51,0,0,12.6,12.0,0,5.48,42.05,51.01,0,34.54,7.6,0,19.5,6.0,0.0,0,36.05,0,7.63,0,6.0,0,6.0,12.01,6.0,66.13,51.01,27.03,148.53,0,12.0,34.52,7.65,0.0,27.03,0,0.0,13.5,6.0,0,20.37,33.019999999999996,0,0,58.52,87.14,0,0.0,13.51,6.0,0.0,96.02,18.0,0,111.02,34.53,0,0,0,6.02,0,0,177.12,0,18.0,34.57,0,6.0,0,0,13.52
1780.00,0,0,0,19.5,37.6,6.0,25.5,0,81.01,0,0,24.6,19.5,0,39.989999999999995,72.01,0,0,78.00999999999999,0,0,40.53,21.0,0,0,87.01,0,0,0,70.5,0,27.01,48.0,33.01,0,0,48.0,7.6,0,85.52,42.0,45.1,30.1,70.50999999999999,0,0,21.0,40.510000000000005,0,56.38,78.02000000000001,0,0,0,85.50999999999999,0,0,70.50999999999999,13.5,0,105.23,33.0,0,0,70.50999999999999,25.5,0,12.0,13.5,0,0,160.54,0,48.010000000000005,40.56,0,42.01,0,0,27.0
1800.00,0,27.009999999999998,0,27.05,6.0,21.0,55.51,0,96.01,0,0.0,47.120000000000005,21.0,0,62.489999999999995,94.52000000000001,0,0,108.00999999999999,15.09,0.0,100.50999999999999,27.0,0,0,81.01,6.0,0.0,0,93.00999999999999,0,70.50999999999999,93.00999999999999,42.019999999999996,0.0,0,55.54,6.04,0,130.53,64.53,0.0,52.6,85.50999999999999,0,0,36.01,78.0,0.0,56.38,115.53,0,6.04,0,93.01,0.0,0.0,115.56,27.0,0,0.0,78.03999999999999,0.0,0.0,87.05000000000001,48.01,0,21.07,13.5,5.1,0,183.02,0,70.51,42.01,0,55.62,0,0,34.5
1820.00,0,0,0,0,19.5,0,0,6.0,0.0,0,6.0,0,0,0,0,65.12,33.0,0,0,55.51,19.5,0,0,33.01,48.03,75.2,34.5,70.58,0,0,0,0,7.59,6.57,33.0,0,0,130.65,19.5,7.63,30.19,93.00999999999999,93.02000000000001,0.0,13.5,33.0,29.09,0,0,0,37.6,0,12.0,27.0,60.1,34.5,48.0,0,0,27.0,72.01,0,25.5,33.0,0.0,0,0,0,0,11.1,0,156.01,0,0,0,12.04,0,0,0,0
1840.00,0,0,0,0,33.0,0,0,18.0,0,0,6.0,0,0,0,0,95.11,55.51,33.0,0,63.019999999999996,40.510000000000005,0,0,55.5,63.0,15.09,49.54,85.52000000000001,0,0,0,0,0,6.59,48.010000000000005,12.0,0,160.51999999999998,40.5,0,0,115.52000000000001,100.50999999999999,0.0,55.51,40.5,0,0,0,0,0,0,25.5,55.51,60.13,49.54,108.00999999999999,0,0,55.52,100.51,0,33.0,55.53,51.6,0,0,0,0,39.61,0,156.6,0,0,0,12.0,0,0,0,0
1860.00,6.0,0,0,0,0,13.5,27.02,0,40.510000000000005,0,0,0,0,0,48.0,85.55,0,0,12.0,52.72,0,6.0,48.0,0,0,108.08,0,0,0,33.01,19.5,18.0,25.5,40.510000000000005,7.59,0,33.0,133.52,7.59,48.03,25.5,60.24,52.63,85.52000000000001,0,0,13.5,12.0,0,18.0,33.019999999999996,0,0,0,100.54,0,37.69,33.0,12.0,0,52.62,27.02,0,0,72.01,0,0,6.0,0,0,0,94.65,0,25.509999999999998,6.0,0,6.0,0,0,12.0
1880.00,25.5,13.54,0,6.0,0,21.0,27.0,0,48.0,0,0,12.0,0,0,85.50999999999999,115.51,0,0,12.0,0,0,12.0,93.03,7.59,0,130.51999999999998,0,0,0,100.52,40.5,40.5,55.5,63.01,0,0,70.50999999999999,0,7.59,85.53999999999999,55.51,60.15,0,93.00999999999999,0,0,19.509999999999998,63.01,6.0,25.5,70.50999999999999,0,0,0,115.52000000000001,0,0,93.00999999999999,27.0,0,15.1,33.0,0,0,72.01,25.5,0,6.0,6.0,0,0,154.52,0,78.00999999999999,12.0,0,33.02,0,21.0,19.5
1900.00,0,0,0,0,6.0,20.11,0,0,22.62,0,6.0,0,0,0,0,103.51,34.32,18.0,0,48.019999999999996,33.0,0,30.15,63.019999999999996,13.5,22.63,19.53,20.16,0,22.6,0,0,30.12,0.0,34.58,6.0,22.6,43.51,34.510000000000005,0.0,0.0,70.55,19.52,30.11,12.0,40.52,5.1,0,0,0,0.0,0,27.03,21.0,80.92,6.0,6.0,103.60000000000001,0,12.0,118.65,15.09,6.0,18.0,29.09,0,0,0,0,6.01,0,186.03,0,0,0,0,0,0,0.0,0
1920.00,0,0,0,0,6.0,0,0,25.5,14.15,0,6.0,0,0,0,0,95.11,41.84,40.5,0,48.0,85.55,0,0.0,130.53,55.54,0.0,57.01,39.66,0,0,0,0,7.6,12.6,63.01,33.0,37.6,88.51,115.52,0,0,130.52999999999997,19.5,22.59,19.5,93.02000000000001,0,0,0,0,0,0,40.5,48.01,75.1,33.0,40.5,0,0,25.5,130.51999999999998,0,6.0,48.010000000000005,66.59,0,0,0,0,19.5,0,127.69,0.0,0,0,6.0,0,0,0,0
1940.00,0,0,0,0,0,13.53,0,7.61,28.51,0,0,0,6.0,0,13.52,40.56,0.0,0,25.560000000000002,7.63,81.01,25.590000000000003,12.0,168.03,0.0,33.04,66.01,7.61,0,6.01,0.0,6.0,19.5,13.5,0.0,0,28.53,96.01,66.13,18.03,0.0,183.07999999999998,0,25.509999999999998,51.01,88.52,6.0,6.0,6.0,0,0,0,0,0.0,55.669999999999995,0.0,7.64,0.0,13.5,0.0,126.02,21.06,0,51.01,49.66,13.56,0,0,0,0,0,88.67,7.61,19.55,6.0,0,0,0,6.0,6.0
1960.00,6.0,6.0,0,0,0,34.5,19.56,0,93.01,0,0,0,33.0,0,85.50999999999999,130.51,0,0,63.0,0,0,55.5,25.54,52.62,0,123.01,0,0,0,18.0,28.5,25.509999999999998,40.5,33.05,0,0,79.52,30.11,0.0,93.05,70.52,67.61,0,48.0,0,0,6.0,40.5,34.53,6.0,25.509999999999998,0,0,0,78.00999999999999,0,15.1,33.0,33.0,0,105.24,27.0,0,0,63.01,78.00999999999999,0,6.0,18.0,0,0,124.65,0.0,49.51,19.5,0,6.0,0,13.5,6.0
1980.00,13.5,13.5,0,21.0,0,63.07,28.51,6.05,123.03999999999999,0,0.0,0,48.0,0,123.03,175.51999999999998,0,0,85.50999999999999,0,0,78.0,34.5,6.0,0.0,145.51999999999998,0,0.0,0,0,49.5,34.5,108.02,72.06,0,0,94.52,13.51,0,145.53,108.00999999999999,6.05,6.01,55.5,0,6.04,13.51,85.5,64.57,21.03,85.50999999999999,0,6.06,0,72.00999999999999,0,0.0,42.0,55.51,6.04,0.0,63.01,0.0,0,100.53,108.05999999999999,0,13.5,40.5,0,0,205.53,21.169999999999998,81.01,27.0,0,0,0,13.5,13.5
